record_no	video_id	vid	start_time	end_time	start_frame	end_frame	caption
1001	S34_Salad_7150991-200	f100_i012_a00	69.0	79.0	2070	2400	cutting a lettuce leaf with a kitchen knife .
1002	S41_Sandwich_7150991-286	f126_i016_a00	80.0	82.0	2400	2490	closing a blueberry jam jar .
1003	S49_Sandwich_7150991-511	f140_i006_a00	38.0	50.0	1140	1530	twisting off a twist tie from a bag of sliced bread .
1004	S50_Pizza_7150991-250	f143_i008_a00	192.0	198.0	5760	5970	taking off a half of the package of a block cheese .
1005	S53_Brownie_7150991-211	f151_i011_a00	64.0	69.0	1920	2100	pouring tap water into a big measuring cup .
1006	S50_Eggs_7150991-313	f142_i036_a00	252.0	256.0	7560	7710	taking a paper plate from a cabinet .
1007	S22_Salad_7150991-952	f60_i014_a00	132.0	144.0	3960	4350	tearing a celery stalk off a celery head .
1008	S12_Eggs_7150991-1088	f17_i005_a00	40.0	44.0	1200	1350	putting a cap on an oil bottle .
1009	S49_Eggs_7150991-224	f137_i009_a00	37.0	39.0	1110	1200	opening a fridge .
1010	S34_Eggs_7150991-149	f98_i010_a00	69.0	71.0	2070	2160	taking an oil bottle from a base cabinet .
1011	S15_Brownie_7150991-4296	f29_i001_a00	10.0	12.0	300	390	taking a big measuring cup from a cabinet .
1012	S16_Brownie_7150991-1431	f34_i045_a00	383.0	395.0	11490	11880	pressing the buttons on an oven .
1013	S47_Brownie_7150991-179	f127_i037_a00	246.0	248.0	7380	7470	taking a cooking spray from a base cabinet .
1014	S49_Salad_7150991-294	f139_i012_a00	121.0	122.0	3630	3690	opening a fridge .
1015	S48_Salad_7150991-222	f135_i016_a00	141.0	151.0	4230	4560	peeling a zucchini with a peeler .
1016	S50_Salad_7150991-243	f144_i035_a00	418.0	421.0	12540	12660	putting a cap on a dressing bottle .
1017	S14_Brownie_7150991-1526	f25_i012_a00	94.0	97.0	2820	2940	taking an oil bottle from a base cabinet .
1018	S22_Brownie_7150991-921	f58_i019_a00	157.0	165.0	4710	4980	pouring oil into a small measuring cup .
1019	S48_Brownie_7150991-179	f132_i006_a00	36.0	40.0	1080	1230	cracking an egg into a big bowl .
1020	S22_Pizza_7150991-664	f59_i006_a00	27.0	31.0	810	960	taking ingredients from a fridge .
1021	S25_Eggs_7150991-325	f64_i004_a00	25.0	26.0	750	810	taking a fork from a drawer .
1022	S08_Sandwich_7150991-539	f08_i020_a00	118.0	120.0	3540	3630	closing a strawberry jam jar .
1023	S31_Salad_7150991-1	f85_i030_a00	345.0	349.0	10350	10500	putting carrot slices into a bowl .
1024	S41_Salad_7150991-349	f125_i002_a00	20.0	24.0	600	750	taking ingredients from a fridge .
1025	S11_Pizza_7150991-2116	f14_i005_a00	27.0	31.0	810	960	taking ingredients from a fridge .
1026	S25_Pizza_7150991-293	f65_i018_a00	160.0	165.0	4800	4980	opening a package of a block cheese .
1027	S19_Pizza_7150991-399	f50_i014_a00	87.0	94.0	2610	2850	opening a pizza crust can with hands .
1028	S15_Salad_7150991-451	f32_i005_a00	32.0	36.0	960	1110	peeling a carrot with a peeler .
1029	S19_Pizza_7150991-399	f50_i019_a00	233.0	235.0	6990	7080	taking a spoon from a drawer .
1030	S14_Brownie_7150991-1526	f25_i020_a00	162.0	164.0	4860	4950	opening a drawer .
1031	S17_Eggs_7150991-1187	f40_i005_a00	26.0	30.0	780	930	swirling oil around in a frying pan .
1032	S25_Pizza_7150991-293	f65_i006_a00	37.0	38.0	1110	1170	opening a drawer .
1033	S19_Salad_7150991-1394	f51_i014_a00	148.0	150.0	4440	4530	putting a carrot into a bag .
1034	S41_Salad_7150991-349	f125_i010_a00	63.0	65.0	1890	1980	putting lettuce leaves into a bowl .
1035	S20_Salad_7150991-475	f56_i009_a00	105.0	109.0	3150	3300	taking a kitchen knife from a drawer .
1036	S47_Pizza_7150991-191	f129_i035_a00	391.0	397.0	11730	11940	putting kitchen utensils aside .
1037	S34_Brownie_7150991-268	f97_i024_a00	125.0	127.0	3750	3840	putting a cap on an oil bottle .
1038	S12_Eggs_7150991-1088	f17_i025_a00	143.0	145.0	4290	4380	putting a fork into a sink .
1039	S19_Brownie_7150991-848	f48_i013_a00	99.0	102.0	2970	3090	taking a fork from a drawer .
1040	S50_Brownie_7150991-203	f141_i011_a00	68.0	70.0	2040	2130	taking an oil bottle from a base cabinet .
1041	S34_Eggs_7150991-149	f98_i004_a00	35.0	39.0	1050	1200	cracking an egg into a big bowl .
1042	S20_Eggs_7150991-511	f54_i017_a00	120.0	127.0	3600	3840	swirling oil around in a frying pan .
1043	S35_Brownie_7150991-200	f102_i023_a00	151.0	153.0	4530	4620	putting a cap on an oil bottle .
1044	S13_Eggs_7150991-1728	f22_i011_a00	77.0	79.0	2310	2400	taking a spoon from a drawer .
1045	S17_Brownie_7150991-1231	f39_i003_a00	27.0	28.0	810	870	pouring tap water into a big measuring cup .
1046	S08_Salad_7150991-649	f07_i019_a00	174.0	176.0	5220	5310	cutting off the top of a carrot with a kitchen kinfe .
1047	S31_Eggs_7150991-1	f83_i012_a00	90.0	95.0	2700	2880	putting a cap on an oil bottle .
1048	S08_Salad_7150991-649	f07_i001_a00	19.0	27.0	570	840	taking ingredients from a fridge .
1049	S35_Salad_7150991-146	f105_i013_a00	74.0	80.0	2220	2430	tying a bag of lettuce .
1050	S18_Salad_7150991-649	f46_i018_a00	158.0	160.0	4740	4830	taking a bag of croutons from a cabinet .
1051	S49_Sandwich_7150991-511	f140_i002_a00	17.0	21.0	510	660	taking a peanut butter jar from a fridge .
1052	S47_Salad_7150991-196	f130_i037_a00	314.0	315.0	9420	9480	putting a bag of croutons into a base cabinet .
1053	S51_Salad_7150991-225	f149_i031_a00	379.0	382.0	11370	11490	taking a dressing bottle from a fridge .
1054	S31_Salad_7150991-1	f85_i031_a00	351.0	355.0	10530	10680	putting a carrot into a bag .
1055	S29_Salad_7150991-1	f76_i017_a00	157.0	161.0	4710	4860	putting a carrot into a bag .
1056	S34_Eggs_7150991-149	f98_i027_a00	174.0	185.0	5220	5580	beating eggs with a whisk .
1057	S12_Eggs_7150991-1088	f17_i017_a00	91.0	105.0	2730	3180	beating an egg with a fork .
1058	S53_Pizza_7150991-119	f153_i008_a00	97.0	98.0	2910	2970	taking a spoon from a drawer .
1059	S17_Pizza_7150991-811	f41_i049_a00	470.0	500.0	14100	15030	grating a block cheese onto pizza crust with a cheese grater .
1060	S35_Sandwich_7150991-204	f106_i016_a00	83.0	89.0	2490	2700	scooping out blueberry jam from a jar with a butter knife .
1061	S48_Brownie_7150991-179	f132_i035_a00	379.0	382.0	11370	11490	putting a cooking spray into a base cabinet .
1062	S54_Sandwich_7150991-305	f160_i001_a00	16.0	18.0	480	570	opening a fridge .
1063	S41_Pizza_7150991-287	f124_i026_a00	459.0	491.0	13770	14760	putting pepperoni slices on pizza crust .
1064	S33_Brownie_7150991-211	f92_i028_a00	173.0	174.0	5190	5250	opening a base cabinet .
1065	S50_Salad_7150991-243	f144_i026_a00	362.0	366.0	10860	11010	taking a bag of croutons from a base cabinet .
1066	S47_Pizza_7150991-191	f129_i022_a00	255.0	263.0	7650	7920	cutting the package of a block cheese with a kitchen knife .
1067	S17_Pizza_7150991-811	f41_i051_a00	509.0	546.0	15270	16410	pressing the buttons on an oven .
1068	S50_Brownie_7150991-203	f141_i039_a00	302.0	306.0	9060	9210	putting a cooking spray into a base cabinet .
1069	S22_Sandwich_7150991-878	f61_i020_a00	98.0	100.0	2940	3030	rubbing a butter knife against a slice of bread .
1070	S25_Eggs_7150991-325	f64_i028_a00	237.0	241.0	7110	7260	putting an oil bottle into a base cabinet .
1071	S07_Sandwich_7150991-2343	f04_i017_a00	135.0	144.0	4050	4350	spreading strawberry jam on a slice of bread with a butter knife .
1072	S20_Sandwich_7150991-1256	f57_i010_a00	67.0	68.0	2010	2070	separating two slices of bread on a paper plate .
1073	S35_Brownie_7150991-200	f102_i019_a00	130.0	132.0	3900	3990	taking an oil bottle from a base cabinet .
1074	S53_Eggs_7150991-187	f152_i017_a00	76.0	80.0	2280	2430	sprinkling pepper on eggs in a big bowl .
1075	S53_Eggs_7150991-187	f152_i011_a00	45.0	47.0	1350	1440	putting eggs on a counter .
1076	S49_Brownie_7150991-202	f136_i008_a00	40.0	42.0	1200	1290	putting a kitchen knife into a drawer .
1077	S51_Pizza_7150991-323	f148_i020_a00	255.0	258.0	7650	7770	taking a kitchen knife from a drawer .
1078	S31_Sandwich_7150991-1	f86_i003_a00	22.0	24.0	660	750	putting a bag of sliced bread and a peanut butter jar on a counter .
1079	S34_Salad_7150991-200	f100_i030_a00	343.0	353.0	10290	10620	tying a bag of carrots .
1080	S16_Brownie_7150991-1431	f34_i029_a00	165.0	166.0	4950	5010	putting a cracked eggshell into a sink .
1081	S47_Pizza_7150991-191	f129_i023_a00	264.0	269.0	7920	8100	opening a package of a block cheese .
1082	S12_Salad_7150991-2146	f19_i008_a00	117.0	130.0	3510	3930	peeling a carrot with a peeler .
1083	S54_Pizza_7150991-192	f158_i017_a00	231.0	233.0	6930	7020	taking a cheese grater from a cabinet .
1084	S17_Eggs_7150991-1187	f40_i021_a00	101.0	102.0	3030	3090	taking a pepper bottle from a cabinet .
1085	S19_Pizza_7150991-399	f50_i022_a00	351.0	354.0	10530	10650	taking a block cheese out of a package .
1086	S08_Sandwich_7150991-539	f08_i016_a00	86.0	95.0	2580	2880	scooping out strawberry jam from a jar with a butter knife .
1087	S35_Salad_7150991-146	f105_i007_a00	44.0	45.0	1320	1380	closing a fridge .
1088	S49_Salad_7150991-294	f139_i002_a00	17.0	18.0	510	570	closing a fridge .
1089	S16_Pizza_7150991-3739	f36_i023_a00	192.0	194.0	5760	5850	closing a tomato sauce jar .
1090	S08_Sandwich_7150991-539	f08_i004_a00	27.0	29.0	810	900	taking jars from a fridge .
1091	S17_Sandwich_7150991-4305	f43_i016_a00	73.0	76.0	2190	2310	scooping out peanut butter from a jar with a butter knife .
1092	S13_Salad_7150991-158	f23_i042_a00	345.0	352.0	10350	10590	wiping hands with a paper towel .
1093	S20_Salad_7150991-475	f56_i014_a00	143.0	149.0	4290	4500	putting carrot slices into a bowl .
1094	S13_Salad_7150991-158	f23_i017_a00	152.0	155.0	4560	4680	putting ingredients into a fridge .
1095	S35_Sandwich_7150991-204	f106_i029_a00	140.0	142.0	4200	4290	wiping fingers with a paper towel .
1096	S24_Brownie_7150991-483	f62_i004_a00	39.0	40.0	1170	1230	putting a cracked eggshell into a sink .
1097	S15_Salad_7150991-451	f32_i019_a00	81.0	85.0	2430	2580	opening a bag of croutons .
1098	S35_Brownie_7150991-200	f102_i015_a00	113.0	118.0	3390	3570	pouring tap water into a big measuring cup .
1099	S22_Sandwich_7150991-878	f61_i024_a00	129.0	151.0	3870	4560	spreading peanut butter on a slice of bread with a butter knife .
1100	S36_Sandwich_7150991-165	f111_i001_a00	12.0	15.0	360	480	taking jars from a fridge .
1101	S19_Pizza_7150991-399	f50_i044_a00	662.0	664.0	19860	19950	opening a fridge .
1102	S35_Brownie_7150991-200	f102_i007_a00	60.0	71.0	1800	2160	pouring brownie mix into a big bowl .
1103	S25_Salad_7150991-302	f66_i013_a00	92.0	94.0	2760	2850	putting a carrot into a bag .
1104	S09_Eggs_7150991-1050	f10_i021_a00	88.0	91.0	2640	2760	putting a salt bottle into a cabinet .
1105	S15_Salad_7150991-451	f32_i011_a00	59.0	62.0	1770	1890	slicing a zucchini with a kitchen knife .
1106	S16_Eggs_7150991-858	f35_i005_a00	23.0	25.0	690	780	turning on a gas stove .
1107	S50_Salad_7150991-243	f144_i019_a00	285.0	287.0	8550	8640	closing a fridge .
1108	S15_Pizza_7150991-5341	f31_i006_a00	35.0	40.0	1050	1230	pushing the middle of a pizza crust can with fingers .
1109	S15_Eggs_7150991-424	f30_i020_a00	82.0	84.0	2460	2550	taking a paper plate from a cabinet .
1110	S34_Sandwich_7150991-54	f101_i005_a00	24.0	32.0	720	990	untying a bag of sliced bread .
1111	S34_Sandwich_7150991-54	f101_i002_a00	14.0	15.0	420	480	putting a bag of sliced bread on a counter .
1112	S13_Eggs_7150991-1728	f22_i051_a00	338.0	340.0	10140	10230	taking a spatula from a drawer .
1113	S20_Sandwich_7150991-1256	f57_i016_a00	113.0	124.0	3390	3750	spreading blueberry jam on a slice of bread with a butter knife .
1114	S07_Sandwich_7150991-2343	f04_i016_a00	131.0	134.0	3930	4050	scooping out strawberry jam from a jar with a butter knife .
1115	S35_Sandwich_7150991-204	f106_i035_a00	157.0	158.0	4710	4770	putting a sandwich on a paper plate .
1116	S07_Eggs_7150991-1466	f01_i022_a00	133.0	142.0	3990	4290	pouring a beaten egg into a frying pan .
1117	S48_Pizza_7150991-259	f134_i023_a00	415.0	420.0	12450	12630	putting a baking pan into an oven .
1118	S48_Salad_7150991-222	f135_i029_a00	280.0	282.0	8400	8490	taking a dressing bottle from a fridge .
1119	S08_Salad_7150991-649	f07_i000_a00	12.0	16.0	360	510	taking a bowl from a cabinet .
1120	S48_Brownie_7150991-179	f132_i026_a00	236.0	237.0	7080	7140	taking a towel from a counter .
1121	S49_Brownie_7150991-202	f136_i017_a00	107.0	111.0	3210	3360	pouring tap water into a big measuring cup .
1122	S08_Sandwich_7150991-539	f08_i007_a00	39.0	42.0	1170	1290	taking slices of bread out of a bag .
1123	S31_Pizza_7150991-1	f84_i029_a00	465.0	471.0	13950	14160	taking ingredients from a counter .
1124	S51_Salad_7150991-225	f149_i004_a00	27.0	29.0	810	900	putting ingredients on a counter .
1125	S22_Pizza_7150991-664	f59_i007_a00	32.0	34.0	960	1050	putting ingredients on a counter .
1126	S31_Pizza_7150991-1	f84_i003_a00	35.0	38.0	1050	1170	putting ingredients on a counter .
1127	S25_Pizza_7150991-293	f65_i012_a00	101.0	102.0	3030	3090	opening a drawer .
1128	S17_Sandwich_7150991-4305	f43_i001_a00	12.0	13.0	360	420	separating paper plates .
1129	S08_Salad_7150991-649	f07_i026_a00	219.0	222.0	6570	6690	closing a bag of croutons .
1130	S54_Brownie_7150991-308	f156_i034_a00	176.0	209.0	5280	6300	pouring brownie mix into a big bowl .
1131	S35_Pizza_7150991-218	f104_i007_a00	72.0	130.0	2160	3930	trying to open a pizza crust can with hands .
1132	S17_Brownie_7150991-1231	f39_i005_a00	41.0	45.0	1230	1380	taking a bag of brownie mix out of a box .
1133	S15_Salad_7150991-451	f32_i024_a00	101.0	112.0	3030	3390	putting ingredients into a fridge .
1134	S53_Salad_7150991-143	f154_i020_a00	178.0	193.0	5340	5820	slicing a zucchini with a kitchen knife .
1135	S19_Sandwich_7150991-549	f52_i020_a00	106.0	108.0	3180	3270	scooping out peanut butter from a jar with a butter knife .
1136	S20_Eggs_7150991-511	f54_i002_a00	16.0	17.0	480	540	taking a fork from a drawer .
1137	S50_Pizza_7150991-250	f143_i000_a00	12.0	13.0	360	420	opening a fridge .
1138	S25_Brownie_7150991-763	f63_i023_a00	227.0	229.0	6810	6900	stirring brownie batter with a spoon .
1139	S36_Sandwich_7150991-165	f111_i024_a00	134.0	135.0	4020	4080	putting a butter knife on a lid .
1140	S53_Brownie_7150991-211	f151_i012_a00	71.0	74.0	2130	2250	pouring water into a big bowl .
1141	S48_Brownie_7150991-179	f132_i004_a00	23.0	26.0	690	810	taking a big bowl from a cabinet .
1142	S41_Pizza_7150991-287	f124_i019_a00	295.0	347.0	8850	10440	grating a block cheese onto pizza crust with a cheese grater .
1143	S15_Eggs_7150991-424	f30_i001_a00	12.0	14.0	360	450	taking an oil bottle from a base cabinet .
1144	S50_Brownie_7150991-203	f141_i024_a00	154.0	165.0	4620	4980	cutting the bag of brownie mix with a kitchen knife .
1145	S49_Brownie_7150991-202	f136_i021_a00	125.0	126.0	3750	3810	opening a base cabinet .
1146	S33_Brownie_7150991-211	f92_i037_a00	245.0	246.0	7350	7410	putting a bag of brownie mix into a box .
1147	S54_Eggs_7150991-251	f157_i033_a00	159.0	161.0	4770	4860	wiping fingers with a paper towel .
1148	S48_Pizza_7150991-259	f134_i002_a00	28.0	29.0	840	900	closing a fridge .
1149	S08_Salad_7150991-649	f07_i014_a00	123.0	140.0	3690	4230	peeling a zucchini with a peeler .
1150	S22_Pizza_7150991-664	f59_i040_a00	703.0	705.0	21090	21180	putting pepperoni pieces on pizza crust .
1151	S50_Salad_7150991-243	f144_i027_a00	367.0	370.0	11010	11130	opening a bag of croutons .
1152	S15_Pizza_7150991-5341	f31_i014_a00	121.0	124.0	3630	3750	taking a spoon from a drawer .
1153	S09_Eggs_7150991-1050	f10_i001_a00	12.0	15.0	360	480	taking a big bowl from a cabinet .
1154	S50_Brownie_7150991-203	f141_i042_a00	375.0	377.0	11250	11340	closing an oven .
1155	S53_Sandwich_7150991-103	f155_i009_a00	50.0	52.0	1500	1590	scooping out peanut butter from a jar with a butter knife .
1156	S13_Brownie_7150991-631	f21_i027_a00	168.0	170.0	5040	5130	taking an oil bottle from a base cabinet .
1157	S54_Pizza_7150991-192	f158_i027_a00	420.0	467.0	12600	14040	putting pepperoni slices on pizza crust .
1158	S09_Eggs_7150991-1050	f10_i030_a00	205.0	207.0	6150	6240	turning off a gas stove .
1159	S28_Pizza_7150991-1	f70_i013_a00	113.0	121.0	3390	3660	flattening pizza crust with hands .
1160	S40_Brownie_7150991-288	f117_i051_a00	436.0	438.0	13080	13170	closing an oven .
1161	S41_Sandwich_7150991-286	f126_i006_a00	42.0	44.0	1260	1350	taking a blueberry jam jar from a fridge .
1162	S34_Eggs_7150991-149	f98_i021_a00	122.0	125.0	3660	3780	opening a salt bottle .
1163	S49_Eggs_7150991-224	f137_i020_a00	90.0	92.0	2700	2790	opening a salt bottle .
1164	S35_Pizza_7150991-218	f104_i040_a00	648.0	660.0	19440	19830	cutting the edge of pepperoni slices with a kitchen knife .
1165	S28_Pizza_7150991-1	f70_i000_a00	12.0	13.0	360	420	opening a fridge .
1166	S22_Pizza_7150991-664	f59_i013_a00	87.0	105.0	2610	3180	unrolling pizza crust on a baking pan .
1167	S40_Pizza_7150991-206	f119_i005_a00	51.0	77.0	1530	2340	opening a pizza crust can with hands .
1168	S54_Brownie_7150991-308	f156_i025_a00	147.0	151.0	4410	4560	mixing ingredients in a big bowl with a whisk .
1169	S54_Eggs_7150991-251	f157_i038_a00	222.0	226.0	6660	6810	stirring eggs in a frying pan with a spatula .
1170	S16_Eggs_7150991-858	f35_i015_a00	67.0	79.0	2010	2400	beating an egg with a fork .
1171	S48_Eggs_7150991-637	f133_i000_a00	15.0	17.0	450	540	opening a fridge .
1172	S35_Salad_7150991-146	f105_i015_a00	95.0	99.0	2850	3000	taking a celery head out of a bag .
1173	S17_Eggs_7150991-1187	f40_i002_a00	16.0	18.0	480	570	taking an oil bottle from a base cabinet .
1174	S22_Salad_7150991-952	f60_i017_a00	172.0	182.0	5160	5490	taking a zucchini out of a bag .
1175	S48_Pizza_7150991-259	f134_i000_a00	16.0	17.0	480	540	opening a fridge .
1176	S22_Salad_7150991-952	f60_i002_a00	16.0	23.0	480	720	taking a kitchen knife and a peeler from a drawer .
1177	S35_Sandwich_7150991-204	f106_i008_a00	33.0	34.0	990	1050	taking a bag of sliced bread from the left of a counter .
1178	S14_Brownie_7150991-1526	f25_i007_a00	52.0	57.0	1560	1740	cutting the bag of brownie mix with scissors .
1179	S20_Sandwich_7150991-1256	f57_i022_a00	137.0	140.0	4110	4230	putting jars into a fridge .
1180	S16_Pizza_7150991-3739	f36_i018_a00	147.0	149.0	4410	4500	taking a spoon from a drawer .
1181	S22_Salad_7150991-952	f60_i026_a00	269.0	274.0	8070	8250	putting croutons on a salad .
1182	S16_Eggs_7150991-858	f35_i007_a00	31.0	34.0	930	1050	taking an oil bottle from a base cabinet .
1183	S18_Eggs_7150991-3391	f45_i045_a00	335.0	346.0	10050	10410	putting a scrambled egg on a paper plate .
1184	S25_Eggs_7150991-325	f64_i021_a00	121.0	125.0	3630	3780	beating an egg with a fork .
1185	S16_Brownie_7150991-1431	f34_i017_a00	88.0	92.0	2640	2790	cutting the bag of brownie mix with a kitchen knife .
1186	S28_Pizza_7150991-1	f70_i029_a00	316.0	319.0	9480	9600	opening a cabinet .
1187	S17_Eggs_7150991-1187	f40_i019_a00	91.0	96.0	2730	2910	putting salt on a hand .
1188	S54_Pizza_7150991-192	f158_i004_a00	27.0	31.0	810	960	pressing the buttons on an oven .
1189	S22_Pizza_7150991-664	f59_i020_a00	151.0	183.0	4530	5520	pressing the buttons on an oven .
1190	S14_Brownie_7150991-1526	f25_i001_a00	20.0	23.0	600	720	taking a big bowl from a cabinet .
1191	S18_Eggs_7150991-3391	f45_i040_a00	250.0	252.0	7500	7590	taking a salt bottle from a cabinet .
1192	S17_Sandwich_7150991-4305	f43_i003_a00	16.0	18.0	480	570	taking a bag of sliced bread from a cabinet .
1193	S11_Pizza_7150991-2116	f14_i041_a00	322.0	332.0	9660	9990	pressing the buttons on an oven .
